text,quest pronoun,variants,correct_answer,answer
"Ранее сюжет фильма уже вызвал бурное недовольство в КНДР. Ким Чен Ын заявил, что кинолента - не что иное, как ""спонсирование терроризма"" и сродни объявлению войны. Создателям ""Интервью"" между тем пришлось переснимать часть эпизодов, в частности, вырезать из картины северокорейскую военную форму с изображением Ким Ир Сена на пуговицах, что в КНДР сочли кощунством. Кроме того, студия Sony Pictures решила вырезать сцену, в которой лицо северокорейского лидера ""плавится"". Некоторым изменениям подвергнется также изображение тяжелой военной техники.",которой,"['сцену', 'картины', 'студия Sony Pictures']",1,1
"По данным МВД, потерпевший с 2012 по 2017 год проходил службу в одном из подразделений столичного управления полиции. В октябре 2017 года ему позвонил подозреваемый, с которым он был знаком ранее, и потребовал 300 тысяч рублей, угрожая выложить личные фотографии полицейского в общий доступ в интернете. ""После того как заявитель отказался выплатить обозначенную сумму, дискредитирующие его фотографии были опубликованы в группе и стали доступны широкому кругу лиц"", - сказал Васенин.",он,"['полицейского', 'одном из подразделений столичного управления полиции', 'потерпевший']",1,3
"Отметим, что в правительстве рассматривают возможность перенести вступление ""закона Яровой"" в силу с июля на октябрь этого года. Об этом 19 января сообщил вице-премьер Аркадий Дворкович. Комментируя его слова, представители ""ВымпелКома"", ""МегаФона"" и ""Ростелекома"" поддержали идею отсрочки.",его,"['вице-премьер Аркадий Дворкович', '""закона Яровой""', 'правительстве']",1,1
"Утром 1 июля, в день голосования по поправкам в Конституцию, был похищен член УИК N3187 в Химках с правом решающего голоса Юрий Коростелев. Похитители угрожали ему расправой, если он придет на свой избирательный участок.",свой,"['УИК N3187', 'член УИК N3187 в Химках с правом решающего голоса Юрий Коростелев', 'Похитители']",2,2
"Вот с этой команды россиянам предстоит начинать четырехматчевое выездное турне в отборочном цикле. Напомним, что следующую встречу сборная Газзаева играет 30-го апреля с Грузией. Теперь вернемся к заявлению Газзаева о стартовом составе. Травма Руслана Пименова не должна вывести из строя тактические схемы Газзаева. Вместо него на поле должен появиться кто-либо из созвездия приглашенных игроков. Наставник вызвал в команду трех новичков, таким образом, кто-то из них может дебютировать в команде уже в матче с Албанией. На месте опорного полузащитника у россиян могут сыграть Смертин, Алдонин и Яновский, уже зарекомендовавшие себя в сборной. Место либеро, скорее всего, будет доверено Онопко, а на позиции крайних защитников претендуют братья Березуцкие, а также дуэт из ""Локомотива"" Нижегородов - Игнашевич.",него,"['отборочном цикле', 'Руслана Пименова', 'Газзаева']",2,2
"Шмелценг пытался отобрать автомобиль у одного из депутатов Госдумы, 'но он вернул его себе на следующий день', и у одной поп-звезды, имя которой не раскрывается в интересах следствия.",его,"['одного из депутатов Госдумы', 'Шмелценг', 'автомобиль']",3,1
"""Согласно положению Уголовно-процессуального кодекса, сегодня стороны защиты и обвинения составят вопросы, на которые предстоит ответить коллегии присяжных. В частности, присяжным предстоит определить, удалось ли следствию доказать вину подсудимых по каждому из инкриминируемым им преступлений, а также заслуживают ли Пичугин и Пешкун снисхождения"", - сказал адвокат.",им,"['подсудимых', 'вопросы', 'присяжным']",1,1
"По его словам, неизвестный, используя ссору знакомого с уроженцами одной из республик Северного Кавказа как повод, провоцировал своими обращениями пользователей одной из социальных сетей на совершение ""противоправных действий в отношении лиц неславянской внешности"". При этом сам знакомый, якобы пострадавший от действий кавказцев, в правоохранительные органы с заявлением не обращался, отметил представитель главка.",своими,"['пользователей одной из социальных сетей', 'неизвестный', 'уроженцами одной из республик Северного Кавказа']",2,2
"Абызов, когда занимал должности на госслужбе, активно участвовал в коммерческой деятельности (пяти) кипрских компаний и компании ""Сибэко"", поставщика электроэнергии в Сибири, заявил в суде прокурор. При этом, по версии обвинения, он знал, что чиновникам нельзя владеть иностранными активами и нужно декларировать доходы, и в 2017 году ""принял решение о реализации своего актива, а именно акций компании ""Сибэко"""".",своего,"['чиновникам', 'компании ""Сибэко""', 'Абызов']",3,3
"Напомним, что в феврале этого года на шестисторонних переговорах, в которых участвовали КНДР, Россия, США, Япония, Китай и Южная Корея, было достигнуто соглашение об остановке ядерного реактора в Йонбене, являвшегося частью ядерной программы КНДР. В ответ Северная Корея потребовала размораживания принадлежавших ей денежных средств в размере около 25 млн долларов США, находившихся на счету банка Delta Asia в автономном районе Макао (Китай).",ей,"['Северная Корея', 'Япония', 'Россия']",1,1
"""Основанием для отказа в УДО считается то, что Ходорковский не исправился. Он доказывает свою невиновность и ни на одном судебном заседании он не раскаялся в совершении преступлений"", - заявила прокурор Кириенко в четверг на заседании Читинского областного суда, где рассматривалась кассация адвокатов на отказ Ходорковскому в УДО, сообщает ""Интерфакс"".",свою,"['заседании Читинского областного суда', 'Ходорковский', 'прокурор Кириенко']",2,2
"Затем по итогам праймериз определяются фавориты от республиканской и демократической партий. Каждая утверждает на съезде своего кандидата, затем тот подбирает себе соратника, которому в случае успеха предстоит стать вице-президентом. И только тогда формируется предвыборная программа партии. Сами президентские выборы проходят фактически в два этапа и прямыми не являются. Граждане голосуют за того или иного выборщика, которому предстоит распоряжаться их голосами. Затем формируется коллегия выборщиков – пропорционально количеству жителей штата. И уже они выбирают президента и вице-президента. Выборщики свободны в своем волеизъявлении, но обычно они голосует так, как голосовал их штат. Любопытно, что выборщиков – четное число, и вариант, при котором кандидаты наберут одинаковое количество голосов, теоретически возможен. В таком случае президента выбирает Конгресс.",себе,"['демократической', 'республиканской', 'своего кандидата']",3,3
"Затем по итогам праймериз определяются фавориты от республиканской и демократической партий. Каждая утверждает на съезде своего кандидата, затем тот подбирает себе соратника, которому в случае успеха предстоит стать вице-президентом. И только тогда формируется предвыборная программа партии. Сами президентские выборы проходят фактически в два этапа и прямыми не являются. Граждане голосуют за того или иного выборщика, которому предстоит распоряжаться их голосами. Затем формируется коллегия выборщиков – пропорционально количеству жителей штата. И уже они выбирают президента и вице-президента. Выборщики свободны в своем волеизъявлении, но обычно они голосует так, как голосовал их штат. Любопытно, что выборщиков – четное число, и вариант, при котором кандидаты наберут одинаковое количество голосов, теоретически возможен. В таком случае президента выбирает Конгресс.",они,"['жителей штата', 'кандидаты', 'Выборщики']",3,3
"Премьер-министр Израиля Эхуд Барак продлил срок ультиматума, в котором содержится требование к палестинцам прекратить насилие на своих территориях и заявил о своей готовности принять участие в саммите по урегулированию нового конфликта на Ближнем Востоке, если таковой состоится.",своих,"['палестинцам', 'Израиля', 'Премьер-министр Израиля Эхуд Барак']",1,1
"К великому сожалению противников Кастро, которые 31 июля вышли на улицу, чтобы приветствовать падение тирана, в Гаване по-прежнему царит порядок. Революционная полиция начеку: она стоит на каждом углу. Более 100 тысяч ""комитетов защиты революции"" (КЗР), эти глаза и уши режима, контролируют страну и прислушиваются к настроениям населения.",она,"['страну', 'Революционная полиция', 'Гаване']",2,2
"""Международная Амнистия"", много раз упомянутая в документе как источник информации, обвинила правительство в том, что оно использует ее данные в качестве оружия пропаганды, пытаясь оправдать свои планы свергнуть Саддама силовыми методами, пишет газета в статье, перевод которой публикует Inopressa.ru.",свои,"['Саддама', '""Международная Амнистия""', 'правительство']",3,3
"Депутаты городского совета Мурманска на заседании в четверг единогласно проголосовали за отставку мэра города Сергея Субботина. За несколько дней до этого депутаты выставили градоначальнику ""неуд"" за годовой отчет о работе и предложили добровольно уйти в отставку. Решение депутатов поддержал губернатор Дмитрий Дмитриенко, а сам Субботин намерен обжаловать его в суде, пишет ""Коммерсант"".",его,"['губернатор Дмитрий Дмитриенко', 'годовой отчет о работе', 'Решение депутатов']",3,3
"22 декабря, адвокат Юрий Шмидт, отвечая на вопрос о том, с чем связан перевод его подзащитного и Лебедева в Читу, уже тогда предположил, что это сделано для предъявления новых обвинений. По его словам, ""следственные действия Генпрокуратура намерена проводить с 26 декабря по 5 февраля"".",его,"['Лебедева', 'его подзащитного', 'адвокат Юрий Шмидт']",3,2
"Волкова напоминает, что допрос должен состояться по уголовному делу, по которому она является защитником оппозиционеров Сергея и Анастасии Удальцовых и ""ряда других граждан, которые в настоящий момент не желают раскрывать сведения о себе"". Как отмечает юрист, согласно статье об адвокатской деятельности, защитник ""не вправе давать свидетельские показания об обстоятельствах, которые стали ему известны"".",ему,"['защитник', 'Сергея', 'юрист']",1,1
"Тем временем Печерский районный суд Киева, рассмотрев в ходе закрытого заседания ходатайство прокурора Главной военной прокуратуры Украины Романа Кравченко, санкционировал задержание бывшего президента страны Виктора Януковича. Об этом на своей странице в Facebook написал главный прокурор Украины Юрий Луценко.",своей,"['бывшего президента страны Виктора Януковича', 'главный прокурор Украины Юрий Луценко', 'страны']",2,2
"В конце июля на имя уполномоченного по правам человека в Пермской области поступили более 140 писем от заключенных исправительной колонии строго режима в поселке Чепец Чердынского района. Как следует из этих писем, в апреле этого года на территории колонии проходил практику один из отрядов тюремного спецназа. В течение трех дней люди в черных масках, вооруженные резиновыми дубинками, били заключенных, издевались над ними и проводили обыски.",ними,"['люди в черных масках', 'заключенных', 'этих писем']",2,2
"Мандат действующей с 1993 года миссии ООН в Грузии истекал 31 июля. В ее составе несут службу 117 военных наблюдателей из 23 стран мира, включая Россию и Украину.",ее,"['Грузии', 'ООН', 'миссии ООН в Грузии']",3,3
"По словам финского пророссийского активиста Йохана Бекмана, среди них были и родственники террористов, в том числе Шамиля Басаева и Доку Умарова. ""В материалах следствия есть доказательства того, что с помощью Сторше в Финляндию перебрался некто Мациев, бывший радист террористов Беслана, которого считали ""пропавшим"", - заявил Бекман агентству. По его словам, сейчас террорист работает администратором северокавказского сепаратистского сайта, офис которого находится в Хельсинки.",его,"['террорист', 'Шамиля Басаева', 'Бекман']",3,1
"Круз и Крус познакомились на съемках фильма ""Ванильное небо"" Кэмерона Кроу в Нью-Йорке уже несколько месяцев назад. Слухи об их связи не были особенно громкими до 6 июля, когда Пенелопа Крус появилась на дне рождения Круза в одном из ресторанов на пляже в Санта-Монике. На вечеринке присутствовали 200 гостей, и, как пишет El Mundo, испанка сразила всех, в том числе и Круза, своей красотой.",своей,"['всех', 'Круза', 'испанка']",3,3
"Смертина и Алдонина наставник россиян, скорее всего, с первых же минут использует в центре поля. Дмитрий Лоськов должен начать игру на позиции диспетчера, так как в команде Газзаева равноценной замены ему пока нет. На правом фланге полузащиты сыграет Ролан Гусев, который после ухода из сборной Валерия Карпина стал единственным достойным кандидатом на этой позиции. На левом фланге у Газзаева есть Каряка, и Соломатин, которые достойны участия в матче в равной степени. Из трех отличных нападающих: Семака и Бесчастных и Кержакова, Газзаеву нужно будет выбрать двоих. Между тем, все билеты на этот матч уже проданы. Стадион в Шкодере вмещает всего около 16 тысяч зрителей и обладает лучшим в Албании травяным газоном.",ему,"['диспетчера', 'Газзаева', 'Дмитрий Лоськов']",3,3
"Бывший заместитель руководителя Росприроднадзора Олег Митволь, уволенный в сентябре в связи с сокращением кадров, подал иск в Пресненский суд Москвы, в котором требует от ведомства и Минприроды РФ решить при помощи квалификационного экзамена, кто из четырех заместителей - Алексей Акулов, Иван Клеменков, Владимир Смолин или он сам - должен оставить кресло. Как сообщил опальный чиновник РИА ""Новости"", предварительные слушания по делу назначены на 13 ноября.",он сам,"['Бывший заместитель руководителя Росприроднадзора Олег Митволь', 'опальный чиновник', 'Владимир Смолин']",2,1
"Сразу после этого Белый дом поспешил заявить, что Буш с оскандалившимся лоббистом не знаком. ""Президент не помнит, чтобы с ним встречался. Однако... нас не удивит, если президент с ним пересекался на каком-либо крупном приеме, который они оба посетили. На таких мероприятиях президент позирует для сотен, если не тысяч, фотографий"", - заявил в воскресенье пресс-секретарь Белого дома Дана Перино.",ним,"['оскандалившимся лоббистом', 'Буш', 'пресс-секретарь Белого дома Дана Перино']",1,1
"Хабаровск - первый массовый протест не ""мерзких либералов"", а глубинного народа. На него, как мы видим, совсем не действуют сказки про Навального, Госдеп и лично Наталью Арно. Более того, они видят, как их пугают коронавирусом, которого не было на голосовании по обнулению, и терактами. Тоже не действует. И если раньше в Кремле думали, что это ""мерзкие либералы"" протестуны, а глубинный народ за Путина, то теперь картинка стала другой.",него,"['Навального', 'глубинного народа', 'Хабаровск']",2,2
"В ходе акции ее участники, передвигаясь отдельными группами, предприняли несколько попыток собраться в центре города, однако этому мешали сотрудники правоохранительных органов и оппозиции неоднократно пришлось менять маршрут следования. Сначала они, скандируя лозунги ""Свобода!"" и ""Отставка!"", пытались приблизиться к Площади Фонтанов, потом прошлись по улице Низами и далее - в район железнодорожного вокзала. На всех участках маршрута силы правопорядка разгоняли участников акции, в итоге последние решили разойтись.",они,"['всех участках маршрута', 'правоохранительных органов', 'оппозиции']",3,3
"Издание отмечает, что министерство иностранных дел Великобритании заявило, что его двадцатитрехстраничный доклад ""Саддам Хусейн. Преступления и нарушения прав человека"", - это результат самого подробного расследования жестокостей властей Ирака.",его,"['Ирака', 'Издание', 'министерство иностранных дел Великобритании']",3,3
"Байдена также поздравили бывшие президенты США Барак Обама, Билл Клинтон и Джимми Картер. ""Нам повезло, что у Джо есть все, что нужно, чтобы быть президентом, и он уже ведет себя таким образом"", - говорится в заявлении Обамы, при котором Байден был вице-президентом. По словам 44-го президента США, с приходом в Белый дом Байден столкнется ""с рядом чрезвычайных проблем, с которыми никогда не сталкивался новый президент"", в их числе пандемия коронавируса, ""неравноправная экономика и система правосудия"", угрозы демократии и климатические изменения.",он,"['Джимми Картер', 'Джо', 'Обамы']",2,2
"""В результате проведения аварийно-восстановительных работ после прохождения циклона по состоянию на 6 часов 23 апреля энергоснабжение полностью восстановлено в шести субъектах ЦФО: Владимирская, Ивановская, Смоленская, Московская, Рязанская, Тульская. Без энергоснабжения остаются 290 жителей одного населенного пункта в Тверской области"", - говорится в сообщении пресс-службы Центрального регионального центра МЧС, которое цитирует агентство. По его данным, подачу электричества в этот поселок спасатели планируют возобновить к полудню 23 апреля.",его,"['сообщении пресс-службы Центрального регионального центра МЧС', 'агентство', 'МЧС']",1,2
"По его словам, в ноте говорится, что с 3 сентября посольство РФ в Грузии должно прекратить свою работу. В ближайшие дни российские дипломаты покинут Тбилиси, отметил советник-посланник. Он назвал этот шаг ""ошибкой со стороны грузинского руководства"".",свою,"['Грузии', 'посольство РФ в Грузии', 'РФ']",2,2
"Но не один Березовский, по Мамонтову, стремится разрушить российское государство, подобно либералам начала ХХ века - через церковь. Также в фильме было процитировано некое анонимное письмо об атаке на церковь, которая планировалась еще с 2008 года. Девушка, имеющая отношение к шоу-бизнесу, прислала этот документ, в котором упоминался бывший продюсер группы ""Тату"" Иван Шаповалов. Речь шла о проекте на некую религиозную тему, против православия и Путина. Заказчиками его были ""какие-то американцы"", которые хотели воздействовать на молодежь и вести ее за собой, зомбированную, как стадо баранов.",его,"['этот документ', 'проекте на некую религиозную тему, против православия и Путина', 'фильме']",2,2
"Но не один Березовский, по Мамонтову, стремится разрушить российское государство, подобно либералам начала ХХ века - через церковь. Также в фильме было процитировано некое анонимное письмо об атаке на церковь, которая планировалась еще с 2008 года. Девушка, имеющая отношение к шоу-бизнесу, прислала этот документ, в котором упоминался бывший продюсер группы ""Тату"" Иван Шаповалов. Речь шла о проекте на некую религиозную тему, против православия и Путина. Заказчиками его были ""какие-то американцы"", которые хотели воздействовать на молодежь и вести ее за собой, зомбированную, как стадо баранов.",ее,"['Девушка', 'атаке на церковь', 'молодежь']",3,1
"Стоит еще раз отметить, что Медведев обзаводится не простым блогом, а блогом в формате ""коммьюнити"" (""сообщество"") в ЖЖ. Этот формат предполагает, что в него вступают блоггеры, которым интересна тема данного сообщества. Так что в ""коммьюнити"" президента, судя по всему, будут состоять те, кому интересен глава государства. Так что посещаемость интернет-дневника Медведева обеспечена еще до его появления, отмечает ""Интерфакс"".",него,"['государства', 'ЖЖ', 'данного сообщества']",3,3
"Стоит еще раз отметить, что Медведев обзаводится не простым блогом, а блогом в формате ""коммьюнити"" (""сообщество"") в ЖЖ. Этот формат предполагает, что в него вступают блоггеры, которым интересна тема данного сообщества. Так что в ""коммьюнити"" президента, судя по всему, будут состоять те, кому интересен глава государства. Так что посещаемость интернет-дневника Медведева обеспечена еще до его появления, отмечает ""Интерфакс"".",его,"['Медведева', 'ЖЖ', 'интернет-дневника Медведева']",3,3
"По его словам, вылет представителей Бюро в Москву планируется в воскресенье, однако время самой встречи с главой ЦИК РФ пока неизвестно. ""Эта встреча запланирована на понедельник, однако ее время еще не обговорено"", - подчеркнул Бадден.",ее,"['ЦИК РФ', 'Москву', 'Эта встреча']",3,3
"Представители организации подчеркнули, что не допустит, чтобы кризис в Эквадоре стал повторением путча в Гондурасе. По словам министра иностранных дел Аргентины Эктора Тимермана, кризис в Эквадоре представляет собой ""угрозу для демократии и народов Латинской Америки"", и лидеры региона приложат все усилия, чтобы он не стало повторением событий в Гондурасе, где 28 июня 2009 года военными был отстранен от власти законный президент Мануэль Селайя. Тимерман отметил, что экстренная встреча УНАСУР в Буэнос-Айресе, созванная по инициативе аргентинского лидера Кристины Фернандес де Киршнер, будет направлена на ""выработку стратегии по воспрепятствованию свержения президента Эквадора Рафаэля Корреа"". Глава внешнеполитического ведомства Аргентины также заявил, что в случае необходимости члены УНАСУР готовы лично отправиться в Эквадор, чтобы постараться найти поиск из сложившейся ситуации на месте.",он,"['кризис', 'Эквадоре', 'Гондурасе']",1,1
"В интервью журналистам он сказал, что ""значительная часть якобы подписантов это не подписывала"". ""Возмутителен тот факт, что в списке подписантов значится председатель регионального объединения организации независимых профсоюзов России, который, земля ему пухом, умер два года назад. Написано, что Жансурат Аушева - председатель Союза журналистов Ингушетии, но она не занимает эту должность уже два года"", - сказал пресс-секретарь главы Ингушетии Иса Мержоев.",она,"['Жансурат Аушева', 'Ингушетии', 'России']",1,1
"5. Пример: в декабре 2015 года в Казахстане пытались реализовать эту схему. ""КазТелеком"" бодро объявил абонентам, что они все обязаны установить себе государственный сертификат и с 1 января 2016 года весь трафик будет шифроваться на него. Через пару дней, однако, это сообщение с сайта ""КазТелекома"" исчезло и было объяснено ""технической ошибкой"". Очевидно, потому что нашелся умный человек, который объяснил, что через неделю после того, как у всех абонентов появится ""государственный сертификат"", интернет в Казахстане просто перестанет работать.",него,"['""КазТелекома""', 'государственный сертификат', 'Казахстане']",2,2
"В свою очередь первый заместитель председателя комитета Госдумы по безопасности Михаил Гришанков (""Единая Россия"") считает, что заявление парламента Грузии является прямым следствием той политической линии, которую проводит президент республики Михаил Саакашвили. ""В экономически слабой Грузии единственным вариантом действий для Саакашвили является война с Южной Осетией и Абхазией. О какой независимости властей Грузии можно говорить, когда зарплату ее высшим руководителям платят Джордж Сорос и американцы"", - сказал Гришанков ""Интерфаксу"".",ее,"['Грузии', 'Абхазией', 'Госдумы']",1,1
"Как сообщил представитель АРКО, соглашение вступило в силу с момента его утверждения судом, и теперь все кредиторы ""СБС-Агро"", в первую очередь физические лица, получили право начать реструктуризацию обязательств банка.",его,"['""СБС-Агро""', 'судом', 'соглашение']",3,3
"По его мнению, сейчас в мире насчитывается не более 10-ти великих тренеров, таких, как Хитцфельд, Липпи, Капелло, Фергюссон, но все они заняты. ""А брать какого-то среднего специалиста нет смысла. Они ничем не превосходят российских коллег, в числе которых на пост главного тренера сборной России чаще всего называют Валерия Газзаева и Юрия Семина"", - считает президент РФС.",Они,"['российских коллег', 'все они', 'какого-то среднего специалиста']",3,3
"Напомним, что Соединенные Штаты, которые являются инициаторами размещения элементов ПРО в Европе, заявляют, что они не направлены против России. 4 июня президент США Джордж Буш прибыл в Прагу, где он выступит с критикой в адрес российского президента. Из Чехии президент США отправляется на саммит G8 в Хайлигендамм, после чего он посетит Польшу, Италию, Ватикан, Албанию и Болгарию. В ходе этого турне американский президент намерен получить окончательное согласие от стран центральной Европы на размещение на их территории систем противоракетной обороны.",они,"['элементов ПРО', 'стран центральной Европы', 'США']",1,1
"Как сообщает РИА ""Новости"" со ссылкой на телеканал Sky News, об этом Хун сообщил журналистам после встречи с премьер-министром страны Тони Блэром. При этом он не уточнил, какую именно должность ему предложил глава кабинета, сославшись на то, что перестановки в правительстве еще не завершены.",он,"['кабинета', 'премьер-министром страны Тони Блэром', 'Хун']",3,3
Бывший руководитель теплофизического центра в Красноярске профессор Валентин Данилов по заказу Китая занимался изготовлением стенда для моделирования воздействия космического пространства на искусственные спутники Земли. В 1999 году Данилов от имени Красноярского государственного технического университета подписал контракт с Всекитайской экспортно-импортной компанией точного машиностроения на изготовление испытательного стенда и на разработку его программного обеспечения.,его,"['Красноярского государственного технического университета', 'испытательного стенда', 'Красноярске']",2,2
"О перепалке, якобы имевшей место в СБ ООН при обсуждении сирийской проблемы, в минувший понедельник сообщил алжирский интернет-портал Algeria ISP. По его данным, премьер-министр Катара шейх Хамад бен Джасем аль-Тани предупредил Чуркина, что ""Россия потеряет все арабские страны"", если наложит вето на поддерживаемый Западом проект резолюции по Сирии. Чуркин якобы ответил: ""Если вы будете разговаривать со мной таким образом, то уже сегодня не будет больше такого понятия, как Катар"". В изложении некоторых российских СМИ эта фраза приобрела совсем уж грубый вид: ""Еще раз вякни что-то в таком тоне, и твой Катар не доживет до завтра"".",его,"['алжирский интернет-портал Algeria ISP', 'Западом', 'СБ ООН']",1,1
"По мнению Лугового, информация, что с Литвиненко работал нынешний шеф МI6 Джон Скарлетт, еще раз подтверждает, что заказчиков и исполнителей этого преступления надо искать не в Москве, а в Лондоне. Луговой выразил надежду, что скоро найдут свое подтверждение и другие версии, о которых он говорил в мае этого года на известной пресс-конференции. ""Убежден, что Литвиненко был убит, и если не при непосредственном участии британских спецслужб, то при их прямом попустительстве, - заявил Луговой.",он,"['нынешний шеф МI6 Джон Скарлетт', 'Луговой', 'Литвиненко']",2,2
